,Accuracy_center,Bearing_center,Speed_center,Accuracy_median,Bearing_median,Speed_median,bearing_rate,min_accel,accel_rate,min_accel_change,accel_change_rate,min_gyro_change,gyro_change_rate
0,3.88531208499336,272.4674634794157,19.230131597875165,0.28208731062885267,80.98632186184707,16.77320510813008,0.1295226084854747,9.946533316979451,-5.3537261558215366e-05,0.8243952106464911,0.00011617853477134857,0.07572612523474516,1.4415183664433747e-05
1,3.4596546929316343,166.9953650057938,3.446802908794903,2.066402928567489,82.15223507060058,3.706975541103381,-0.05332059228188843,10.023172267892734,3.500511212948145e-05,1.2403355070093813,0.00039198556165371575,0.09967336820773406,6.797431942544212e-05
2,9.441064638783269,136.13911280613874,5.131448735543189,6.956620528116836,62.964835319341645,5.225515978484005,-0.002039044273101064,9.81750924327623,1.9426217554351524e-05,0.8009915179845257,5.0134843458029404e-05,0.09469965953737602,1.0441171779336138e-05
3,3.8312432432432426,320.0270270270272,12.646216216216215,0.4332016893947656,155.39335931345798,8.238954545454545,-0.21002202502338022,10.325989818044876,0.0004959001752064893,2.3070294549075534,-0.005273916399520346,0.0425053054661507,-7.640491247983381e-05
4,16.839335180055397,178.8092723645662,1.6639981287714716,18.89627848408926,79.92416446262726,1.416540275004447,0.038604345425778744,10.658939634756468,-0.000646061088042383,5.612880029245415,-0.0023235194035042517,0.563142250971227,8.709291177760105e-05
5,18.024999999999814,70.31970703538795,11.633877665807406,274.086671516622,98.35714083915538,11.289407335594296,-0.017608640916913304,10.060342380540368,5.696508711916267e-05,2.1046239300346645,0.0024241585676695876,0.17877725611906184,0.00029105451448946775
6,4.566780075187962,69.75563909774421,13.804572131729326,55.550051399416816,104.80165663570139,12.351422421818182,-0.03739069222275283,9.93831613431563,-0.00012069248339400077,2.652204373993539,-0.0008350425894142997,0.23033474083090716,-7.113932503135812e-05
7,4.682288401253918,94.01880877742964,7.272482015730413,1.649765148097427,97.21300316365475,4.959205869936267,0.15182515479548375,9.83874110012553,8.484270263271362e-05,2.118451953658031,-0.0011952749295871643,0.18399373920730963,-3.8362700884909534e-05
8,7.751580838323355,300.9880239520958,6.513802800598804,4.717081433365555,98.80965108516425,5.841829386693069,-0.11556248646495705,9.892718086575613,-6.092301127935788e-05,0.9516800534117289,0.0010705711118659102,0.07845198970585801,0.0001373800907106237
9,4.841951013513514,127.10810810810804,11.426114864864866,1.290550145098485,23.441086787929606,13.828822768434671,0.045647801499947516,10.04489165247214,-0.00017962834438207538,1.8691279082386953,-0.0015453836842040348,0.037098850464819214,-2.0373998221956008e-05
10,4.638555045871559,278.2522935779815,2.580212678990831,1.7133738021519749,60.61940373338188,8.336745884506787,-0.07401107230619748,9.946295138569637,-4.4806606778379364e-05,1.2800544396273426,0.00017286670009716636,0.13102972311045485,1.3264749835913486e-05
11,13.609668202764976,203.50691244239627,9.126866359447007,5.779581164753274,79.73640225078496,5.765874035989718,0.09275542485864556,9.849308531999213,5.1736647718950355e-05,0.8611985968911977,-0.00032658074580265963,0.04163407814025366,-3.339455449098838e-05
12,10.0,19.78138610505559,4.288762885885141,0.0,80.3068147503029,6.8596723503085295,0.048059841440918606,9.91239585776027,-6.307112979504723e-05,1.70006260292943,-0.000804647006756257,0.21739537809367873,-0.00013969317264958197
